Data;DB44;DB44S;DC35A;DC36A;DC36G;DFN41;DFN43;DFN44;DFX41;DFX43;DFX44;EB100;EB100C;EB10C;EB10K;FE19;FE23;FE27;FEI19;FEI19T;FEI23;FEI23T;FEI27;FEI27T;GrandTotal;H330;H440;H550;HI330;HI330T;HI440;HI440T;HI550;HI550T;IB44S;IB45;IB45S;IB51;IB51S;IB54;IB54B;IB54S;IB55;IB55S;IB6;IB6B;IB6S;IB7;IB7B;IB7BT;IB7S;IB7ST;IB7T;IF41;IF41 ;IF41B;IF41S;IF41S ;IF43;IF43B;IF43S;IF44;IF44 ;IF44S ;IF45;IF45S;IF46;IF46S;IF55;IF55B;IF55S;IF56B;IM7;IM7B;IM7S;IM8;IM8B;IM8IS;IM8S;IQ8IB;IQ8IS;IQ8S;IQ8WS;IT55;IT55S;IT56;IT56S;IT70;IT70B;IT70S;IW43S;IW45S;IW46S;RE120;RE31;RE32;RE32G;RE80;RFE39;RowLabels;TC41;TC41S;TC42;TC42S;TC44;TC44S;TC45;TC45S;TC56;TC56S;TF38;TF38S;TF39;TF39S;TF40;TF40S;TF41;TF41B;TF41S;TF44;TF44B;TF44S;TF55;TF55S;TF56;TF56S;TF70;TF70S;TF71;TF71B;TF71S;Miniload;Unitload
21/10/2025;0;0;0;0;0;1484;0;0;6;1;0;0;0;0;0;0;0;0;1;0;5;0;839;0;0;0;0;0;1;0;104;0;997;0;0;0;0;0;0;0;0;0;1;9;0;0;0;780;307;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1245;0;0;0;0;0;0;0;317;1;0;0;458;0;0;0;0;0;0;0;0;0;896;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;901;0;0;0;0;0;0;0;0;0;0;1375;5557;1717
20/10/2025;0;0;0;0;0;718;0;0;746;0;1;0;0;0;0;0;0;0;31;0;77;0;640;0;0;0;0;0;80;0;896;0;24;0;0;0;0;115;173;0;0;0;0;6;0;0;1;813;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1229;0;0;0;0;0;0;0;349;2;0;1;526;0;0;0;0;0;0;0;0;269;513;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970;0;0;0;0;0;0;0;0;4;4;1177;4353;1330
18/10/2025;0;0;0;0;0;4;0;0;1313;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;1036;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;1068;0;0;0;0;0;0;1;316;0;0;7;499;0;1;0;0;0;0;0;0;856;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;867;0;0;0;0;0;0;0;0;0;0;1299;5803;1410
17/10/2025;0;0;0;0;0;2;0;2;1344;11;1;0;0;0;0;0;0;0;2;0;814;0;0;0;0;0;0;0;1228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1147;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1037;324;0;0;0;0;0;0;0;0;0;0;0;0;0;8;337;2;0;9;508;0;2;0;0;0;0;0;0;913;3;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;941;0;0;0;0;0;0;0;0;3;8;1365;6656;1774
16/10/2025;0;0;1;0;0;93;0;1;1138;206;7;0;0;0;0;0;0;0;83;0;716;0;0;0;0;0;0;0;1244;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1323;0;0;0;0;0;0;0;0;0;0;0;0;0;200;139;158;1;78;290;1;0;0;0;0;0;0;0;776;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;944;0;0;0;0;0;0;0;1;3;663;521;6354;1543
15/10/2025;0;0;0;0;0;1309;0;2;0;3;86;0;0;0;0;0;0;0;755;0;0;0;0;0;0;0;0;0;1133;0;0;0;0;0;0;0;0;0;0;0;0;0;378;598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1154;2;0;0;0;0;0;0;0;0;0;0;0;0;312;2;417;0;82;0;2;1;0;0;0;0;0;0;850;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;752;0;0;0;0;0;0;0;0;0;1188;1;6491;1665
14/10/2025;0;0;0;0;0;1212;0;252;3;224;709;1;0;0;0;0;0;0;833;0;0;0;0;0;0;0;0;0;1172;0;0;0;3;0;0;0;0;0;0;0;0;0;1060;0;1;0;2;0;0;0;20;0;0;0;0;0;0;0;4;1283;6;0;0;0;0;0;0;1;0;0;0;0;1;190;134;384;4;22;1;43;1;0;0;0;0;0;0;155;85;594;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;311;880;0;5673;1425
13/10/2025;0;0;0;0;0;0;0;868;14;1284;0;63;0;2;0;0;0;0;611;0;0;0;0;0;0;0;0;0;1018;0;0;0;0;0;0;0;0;0;0;0;0;0;481;0;0;0;69;0;0;0;1;0;0;0;0;0;0;0;0;853;0;0;0;0;0;0;0;0;0;0;0;0;3;0;228;61;236;0;3;37;11;0;0;0;0;0;0;0;741;0;0;0;106;0;26;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;35;32;35;0;0;0;0;0;0;0;0;3;1156;0;0;5477;1284
10/10/2025;0;0;0;0;0;0;0;948;9;1236;0;574;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;296;0;0;0;419;0;71;0;12;0;0;0;0;0;887;10;0;0;1330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;116;0;0;2;2;2;0;0;0;0;0;0;0;0;3;1315;0;0;6331;1647
09/10/2025;0;0;0;0;0;3;0;1011;6;2;1;527;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;0;29;0;0;0;409;0;2;34;43;0;0;0;0;2;26;916;0;0;1330;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1460;0;0;0;0;0;1;0;1;0;0;0;0;2;135;1136;0;0;6292;1695
08/10/2025;0;0;0;0;0;0;0;921;0;0;1;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;511;0;602;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;333;0;0;0;0;0;333;0;0;151;0;0;0;0;0;0;0;861;0;0;1227;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1432;0;0;0;0;0;0;0;1;0;0;0;0;1;1301;0;0;0;6353;1517
07/10/2025;0;0;3;0;0;8;0;928;1;0;34;576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1164;0;0;0;0;0;0;0;0;0;0;0;0;0;74;1;1;0;0;0;0;0;0;0;0;0;0;0;336;0;2;0;0;0;367;0;0;161;0;0;0;0;0;118;0;676;0;0;1136;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;1212;0;0;0;0;0;0;0;0;0;0;0;0;2;1444;0;0;1;6589;1534
06/10/2025;0;0;0;0;0;1;0;0;0;0;949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1104;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;974;0;2;0;0;0;93;0;0;0;0;0;0;0;1278;1;3;0;0;0;0;0;0;0;0;0;0;0;226;0;74;1;0;0;342;0;0;163;0;0;0;0;0;0;0;833;0;0;0;0;893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1449;9;0;0;2;0;0;0;0;0;0;0;0;0;100;1126;0;0;1;5810;1350
04/10/2025;0;0;0;0;0;5;0;7;0;0;874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1152;0;0;0;0;0;0;0;1195;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;279;315;1;0;23;0;0;100;0;0;0;0;0;0;0;998;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;0;1322;5;0;0;0;0;0;0;0;1;0;0;0;0;1011;0;1;0;4;5738;1357
03/10/2025;0;0;87;0;0;0;0;0;0;0;954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1090;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1166;0;0;0;0;0;0;0;1089;2;223;0;0;0;0;0;0;0;0;0;0;0;0;0;342;53;316;0;1;0;0;154;0;0;0;0;0;6;0;411;0;0;0;0;885;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1327;0;0;0;0;0;0;0;0;5;0;0;0;0;833;649;10;0;8;6492;1454
02/10/2025;0;0;1485;0;0;9;0;0;1;0;963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1116;0;0;0;0;0;0;0;0;1;1339;0;0;0;0;0;0;0;0;0;0;0;0;0;323;0;458;0;4;0;0;81;0;0;0;0;0;19;0;886;0;0;0;0;856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;1150;23;0;0;133;6742;1434
01/10/2025;0;0;1314;0;0;434;0;0;0;0;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;0;0;0;2;1153;0;0;0;0;0;0;0;0;0;0;0;0;0;514;0;404;0;429;0;0;0;0;0;0;0;0;1334;0;8;0;0;0;0;996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;474;2;0;0;0;0;0;0;0;2;0;329;0;0;0;0;0;0;2;0;1477;6789;1531
30/09/2025;0;0;0;0;0;939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;0;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;0;0;0;278;0;0;0;0;0;0;0;0;967;0;2;0;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;740;262;0;0;0;0;0;0;0;123;1;487;0;0;0;0;0;0;499;0;197;6133;1509
29/09/2025;0;0;121;0;0;968;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;14;0;0;0;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;354;0;0;0;528;0;0;0;0;0;0;0;0;1165;0;0;0;0;0;0;886;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1153;0;0;0;0;0;0;0;778;0;71;0;0;0;0;0;0;1170;0;2;5675;1313
27/09/2025;0;0;1253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;335;0;2;0;501;0;1;0;1;0;0;0;0;1133;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;67;0;765;0;0;0;0;0;0;1026;0;749;5716;1522
26/09/2025;0;0;1536;0;0;0;0;0;0;0;0;601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;710;0;0;0;1081;0;0;0;0;0;0;0;0;530;0;0;0;0;0;0;1432;0;0;0;0;0;0;0;3;2;0;0;79;4;0;0;0;0;0;0;0;0;0;0;0;770;0;0;0;0;0;0;0;0;1005;0;521;6840;1495
25/09/2025;0;0;1464;0;0;0;0;0;0;0;0;444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652;0;0;0;1002;0;0;0;8;0;0;0;0;197;4;381;0;0;0;0;1092;0;0;0;0;0;0;0;1;0;0;0;593;239;0;0;0;0;0;0;0;0;0;0;7;93;0;0;0;0;0;0;0;0;1012;2;570;6350;1481
24/09/2025;0;0;1245;0;0;0;0;0;0;0;0;681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;696;0;0;0;939;0;0;50;46;0;0;0;0;1;0;572;0;0;0;0;3;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;4;17;122;921;0;1;0;0;0;0;0;0;997;2;565;6376;1448
23/09/2025;0;0;0;0;0;0;0;0;0;0;0;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;660;0;0;0;681;0;0;344;0;0;0;0;0;0;0;579;0;0;0;0;0;0;0;0;0;0;0;0;29;204;0;0;0;0;0;0;1;0;0;0;0;0;0;170;743;737;0;5;0;0;0;0;0;0;931;0;585;6090;1687
22/09/2025;0;0;0;0;0;0;0;1;0;0;5;676;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;1;0;966;0;0;0;0;0;1;0;0;0;0;0;0;0;6;10;328;0;689;0;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;81;572;0;0;0;670;0;0;332;0;0;0;0;0;0;0;555;0;0;0;0;0;0;0;0;0;0;0;0;967;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;365;0;271;0;0;0;0;0;9;972;0;489;5252;1362
19/09/2025;0;0;0;0;0;103;0;0;0;0;68;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;63;0;947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1513;8;0;0;0;0;0;1;0;0;0;0;0;0;627;2;0;0;0;631;0;0;308;0;0;0;0;0;1;0;585;0;0;0;0;0;0;0;0;0;0;0;0;812;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;533;0;0;0;0;0;0;1564;0;0;6564;1439
18/09/2025;0;0;0;0;0;1484;0;7;5;1;956;656;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;35;0;1016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1422;8;0;0;0;0;0;0;1;0;0;0;0;0;639;2;0;0;0;721;0;0;320;0;0;0;0;0;7;0;572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1462;0;5;6920;1379
17/09/2025;0;0;0;0;0;1473;0;6;0;0;959;615;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;46;1391;0;0;0;0;0;0;0;0;0;0;0;0;274;370;0;0;0;643;0;0;304;0;0;0;0;0;0;0;561;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957;0;498;7409;1550
16/09/2025;0;0;0;0;0;1479;0;67;1;0;879;494;0;2;0;0;0;0;0;0;0;0;93;0;0;0;0;0;1218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1210;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;643;0;0;0;672;0;0;279;0;0;0;0;0;10;0;563;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;956;0;577;7203;1681
15/09/2025;0;0;0;0;0;1530;0;981;6;0;0;0;0;0;0;0;0;0;4;0;18;0;814;0;0;0;0;0;1223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;231;0;1102;0;0;0;0;0;1;1;0;0;0;0;1;35;593;1;0;1;843;0;0;134;0;0;0;0;0;161;0;412;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;712;0;572;6048;1348
13/09/2025;0;0;0;0;0;110;0;902;1165;86;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;996;0;0;123;0;0;0;0;0;0;0;0;0;1062;0;0;0;0;0;0;103;0;0;0;0;2;306;1;2;0;15;446;0;0;0;0;0;0;0;0;970;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;4;1111;6752;1690
12/09/2025;0;0;0;0;0;3;0;934;15;1383;12;0;0;0;0;0;0;0;0;0;0;0;782;0;0;0;0;0;1143;0;0;0;0;0;0;0;0;97;97;0;0;0;0;0;0;0;0;2;0;0;845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1232;0;0;0;0;109;211;0;300;0;159;26;0;0;0;0;0;0;0;0;1159;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;781;201;7103;1692
11/09/2025;0;0;0;0;0;61;0;894;1264;68;29;0;0;0;0;0;0;0;2;0;9;0;823;0;0;0;0;0;1217;0;0;0;1;0;0;0;0;2;2;0;0;0;0;0;1;0;5;10;0;0;1150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;925;301;0;0;0;0;335;0;1;313;0;161;16;0;0;0;0;0;0;0;0;1140;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1129;1;0;0;6905;1620
10/09/2025;0;0;0;0;0;1311;0;536;1;0;410;0;0;0;0;0;0;0;4;0;85;0;685;0;0;0;0;0;1135;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;103;0;11;2;0;0;985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1217;0;0;0;0;0;315;0;0;342;0;151;0;0;0;0;0;0;0;0;0;1152;0;1;0;0;84;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;2;1095;0;0;0;5818;1458
09/09/2025;0;0;0;0;0;0;0;860;0;0;0;0;0;0;0;0;0;0;21;0;772;0;0;0;0;0;0;0;1085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;0;858;116;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;3;375;2;174;0;0;0;0;0;0;0;0;0;1394;5;6;0;0;1265;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1475;0;0;0;0;0;0;0;0;0;0;0;0;2;837;0;0;9;5463;1203
05/09/2025;0;0;0;0;0;0;0;865;0;0;2;0;0;0;0;0;0;0;13;0;901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1116;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;274;0;0;136;225;113;0;1;0;0;0;0;0;0;0;320;769;7;0;0;1166;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1456;0;0;0;0;0;0;0;0;0;0;0;0;2;864;0;0;0;7566;1395
04/09/2025;0;0;0;0;0;0;0;896;0;0;61;0;0;0;0;0;0;0;2;0;855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1179;4;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;320;0;2;0;461;32;0;2;6;0;5;0;0;0;0;0;1350;9;0;0;1290;0;1324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;566;783;0;0;0;0;0;0;0;0;0;0;0;0;429;477;1;0;0;7318;1328
03/09/2025;0;0;0;0;0;0;0;0;5;0;986;0;0;0;0;0;0;0;107;0;775;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;592;563;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1251;0;0;0;0;257;0;57;0;427;0;0;2;0;0;28;0;0;0;0;0;243;1052;0;0;68;0;1349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1412;0;0;0;0;0;0;0;0;0;0;0;0;0;846;0;10;0;1;6848;1682
02/09/2025;0;0;0;0;0;1;0;0;0;0;946;0;0;24;0;0;0;0;859;0;0;0;3;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1174;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1310;0;0;0;0;0;0;280;0;454;0;10;46;6;0;0;0;0;0;0;0;0;1381;0;0;0;0;1113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1505;10;0;0;0;0;0;0;0;1;0;0;0;0;929;0;0;0;0;6801;1450
01/09/2025;0;0;5;0;0;96;0;0;0;0;907;0;0;247;0;0;0;0;713;0;0;0;0;0;0;0;0;0;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;952;0;133;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1234;14;0;0;0;0;0;0;265;0;3;0;539;0;59;0;0;0;0;0;0;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1299;0;0;0;0;0;0;0;2;0;0;0;0;0;898;0;7;0;137;5729;1199
29/08/2025;0;0;0;0;0;1697;0;0;3;0;768;0;0;501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1331;3;0;0;0;0;0;0;281;0;0;0;654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;906;0;1;0;1373;8514;1939
28/08/2025;1;2;1;0;0;334;0;660;1373;0;48;0;0;667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;4;5;0;0;0;1057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1258;171;0;0;0;0;0;0;259;0;0;0;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;3;2;2;0;0;0;0;921;0;1;0;1393;5256;1104
27/08/2025;0;2;0;0;0;12;0;697;1711;0;0;1;0;664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1131;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;198;4;821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1217;0;0;0;0;1;0;259;1;0;0;644;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;8;0;0;0;0;0;876;3;3;2;1333;6978;1684
26/08/2025;0;0;88;0;0;1038;0;0;151;0;0;0;0;626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1348;0;0;0;0;0;0;258;1;0;0;647;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;522;230;8;0;0;0;0;875;0;281;3;1061;6292;1504
25/08/2025;2;1;1429;0;0;0;0;6;7;0;0;92;0;566;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1140;0;0;0;13;0;0;0;0;0;0;0;0;0;2;0;0;450;540;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1229;0;0;0;0;0;0;268;0;0;0;633;0;0;5;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;74;4;0;0;0;10;0;4;0;183;457;0;0;0;0;891;0;1315;0;1;5278;1213
23/08/2025;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;901;1;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;846;0;1182;0;3;3968;717
22/08/2025;532;244;1411;0;0;0;0;0;0;0;0;55;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;783;0;0;0;0;6;0;525;0;0;3;1202;0;0;5;0;0;0;0;0;6;0;86;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;873;0;0;0;0;2;0;1;0;0;0;0;0;0;0;350;0;638;0;43;6011;1394
