NC Type;Reason Code;Root Cause;Line;Work Center;Work Center;Equipment;Order #;Product #;Description;Data_Normalizada;Hora_Normalizada;Turno;Obs Turno;Temperatura (°C) Inst.;Temperatura (°C) Máx.;Temperatura (°C) Mín.;Umidade (%) Inst.;Umidade (%) Máx.;Umidade (%) Mín.;Pto. Orvalho (°C) Inst.;Pto. Orvalho (°C) Máx.;Pto. Orvalho (°C) Mín.;Pressão (hPa) Inst.;Pressão (hPa) Máx.;Pressão (hPa) Mín.;Pressão (hPa) Vel. (m/s);Vento Dir. (°);Vento Raj. (m/s);Radiação Kj/m²;Chuva mm
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Freezer Door;FD;1L1WC11_510_8310;310184723;924263164;TF70S;06/ago/26;6:19 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAIDA TABLADO PISO INFERIOR L4;AMASSADO - REPINTURA;L4;Cabinet Assembly;CA;2L4WC10_509_5630;310184712;900276874;HI330T;06/ago/26;6:20 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;FORA DE POSIÇÃO;L5;Gas Load and Test;GLT;;310184642;900277830;IM7S;06/ago/26;6:21 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAIDA CARROSSEL VÁCUO;VÁLVULA FROUXA;L5;Gas Load and Test;GLT;2L5WC07_506_4220;310184729;900277742;IM8B;06/ago/26;6:22 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;SOLTO;L3;Refrigerator Door;RD;;310184711;900276819;IF44;06/ago/26;6:23 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE PU;L3;Refrigerator Door;RD;;310184711;900276819;IF44;06/ago/26;6:23 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;DESALINHADO;L1;Freezer Door;FD;1L1WC11_510_8310;310184723;924263164;TF70S;06/ago/26;6:24 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA ESPUMAÇÃO;VAZAMENTO DE PU;L1;Foaming Process;FP;1L1WC05_504_3210;310184880;924263164;TF70S;06/ago/26;6:24 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;VAZAMENTO DE PU REGIÃO  LATERAL;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:26 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;FALHA TESTE VAZAMENTO DELTA T L4;TERMOPAR DESNONECTADO;L4;Gas Load and Test;GLT;;310184712;900276874;HI330T;06/ago/26;6:26 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;FALHA CABEÇOTE AGRANKOW;FALHA CABEÇOTE AGRANKOW;L2;Performance Test;PT;;310184728;924263314;IB51S;06/ago/26;6:26 AM;T1;Inicio Turno;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO ANTES TAMPOGRAFIA L4;QUEBRADO;L4;Internal Components;IC;2L4WC10_509_5410;310184714;900276880;FEI19T;06/ago/26;6:28 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);FORA DE POSIÇÃO;L5;Gas Load and Test;GLT;;310184729;900277742;IM8B;06/ago/26;6:30 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;L3;Gas Load and Test;GLT;;310184725;924263180;TF38S;06/ago/26;6:30 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CURVA L3;RECUADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:31 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184725;924263180;TF38S;06/ago/26;6:31 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;SERIGRAFIA COM FALHA;L2;End of Line;EL;1L2WC07_506_4510;310184635;900276812;IF41 ;06/ago/26;6:31 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CURVA L3;ESTRANGULADO;L3;Internal Components;IC;;310184637;900276819;IF44;06/ago/26;6:32 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;INSPEÇÃO VISUAL NÃO CONFORME;L5;End of Line;EL;2L5WC11_510_6215;310184642;900277830;IM7S;06/ago/26;6:33 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;GUIA AMASSADO;GUIA AMASSADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:34 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);FALTANDO JUMPER ;L1;Internal Components;IC;1L1WC10_509_5801;310184723;924263164;TF70S;06/ago/26;6:35 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;SAÍDA TABLADO FINAL LINHA 1;L1;End of Line;EL;;310184723;924263164;TF70S;06/ago/26;6:35 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;GUIA AMASSADO;GUIA AMASSADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:36 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:36 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;MAL ENCAIXADO;L5;Refrigerator Door;RD;2L5WC11_510_6022;310184642;900277830;IM7S;06/ago/26;6:37 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;DEFORMADO;L3;Refrigerator Door;RD;;310184711;900276819;IF44;06/ago/26;6:37 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);REPROVADO PERFORMANCE (T. CARGA);L5;Performance Test;PT;;310184729;900277742;IM8B;06/ago/26;6:39 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CURVA L4;TROCADO;L4;Internal Components;IC;;310184712;900276874;HI330T;06/ago/26;6:39 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;AMASSADO;L5;Freezer Door;FD;2L5WC11_510_6022;310184667;900277742;IM8B;06/ago/26;6:39 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:40 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;GUIA AMASSADO;GUIA AMASSADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:41 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6215;310184667;900277742;IM8B;06/ago/26;6:41 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZ PU REGIAO SUPERIOR;L3;External Cabinet;EC;;310184711;900276819;IF44;06/ago/26;6:41 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;RISCADO;L2;Cabinet Assembly;CA;1L2WC11_510_8525;310184635;900276812;IF41 ;06/ago/26;6:42 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAIDA CARROSSEL VÁCUO;RACHADO;L5;Cabinet Assembly;CA;2L5WC07_506_4220;310184718;900277830;IM7S;06/ago/26;6:42 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;VAZ PU REGIAO SUPERIOR;VAZ PU REGIAO SUPERIOR;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:42 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. DELTA T);RETESTE TEMPERATURA;L3;Performance Test;PT;;310184725;924263180;TF38S;06/ago/26;6:45 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L4;Freezer Door;FD;2L4WC10_509_5620;310184712;900276874;HI330T;06/ago/26;6:45 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;SAÍDA TABLADO FINAL LINHA 3;L3;End of Line;EL;;310184711;900276819;IF44;06/ago/26;6:45 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6022;310184642;900277830;IM7S;06/ago/26;6:46 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L1;Freezer Door;FD;1L1WC11_510_8310;310184723;924263164;TF70S;06/ago/26;6:46 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);TRAVADO;L1;Internal Components;IC;;310184723;924263164;TF70S;06/ago/26;6:46 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L5;Refrigerator Door;RD;2L5WC11_510_6216;310184729;900277742;IM8B;06/ago/26;6:47 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Internal Components;IC;;310184728;924263314;IB51S;06/ago/26;6:48 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6216;310184642;900277830;IM7S;06/ago/26;6:48 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6216;310184642;900277830;IM7S;06/ago/26;6:49 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:49 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CARROSSEL DE VÁCUO;FALHA NA SOLDA;L3;Internal Components;IC;;310184724;924263180;TF38S;06/ago/26;6:50 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAIDA CARROSSEL VÁCUO;RACHADO;L5;Gas Load and Test;GLT;2L5WC07_506_4220;310184729;900277742;IM8B;06/ago/26;6:50 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;AMASSADO;L5;Freezer Door;FD;2L5WC11_510_6022;310184729;900277742;IM8B;06/ago/26;6:50 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO MOLDE ESPUMACAO;L3;Refrigerator Door;RD;;310184711;900276819;IF44;06/ago/26;6:51 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;SAÍDA TABLADO FINAL LINHA 3;L3;End of Line;EL;;310184711;900276819;IF44;06/ago/26;6:51 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;SAÍDA TABLADO FINAL LINHA 2;L2;End of Line;EL;1L2WC11_510_8525;310184635;900276812;IF41 ;06/ago/26;6:51 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CURVA L3;AMASSADO MOLDE ESPUMACAO;L3;Foaming Process;FP;;310184724;924263180;TF38S;06/ago/26;6:51 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;VAZAMENTO DE GÁS;VAZAMENTO DE GÁS;L2;Refrigerator Door;RD;;310184652;924263314;IB51S;06/ago/26;6:53 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;SAÍDA TABLADO FINAL LINHA 2;L2;End of Line;EL;1L2WC11_510_8525;310184635;900276812;IF41 ;06/ago/26;6:53 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:54 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);NAO APAGA;L5;Refrigerator Door;RD;;310184642;900277830;IM7S;06/ago/26;6:54 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CURVA L3;AMASSADO MOLDE ESPUMACAO;L3;Foaming Process;FP;;310184724;924263180;TF38S;06/ago/26;6:54 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6215;310184642;900277830;IM7S;06/ago/26;6:54 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6022;310184642;900277830;IM7S;06/ago/26;6:54 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:54 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;L3;Gas Load and Test;GLT;;310184711;900276819;IF44;06/ago/26;6:55 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310184725;924263180;TF38S;06/ago/26;6:55 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6216;310184642;900277830;IM7S;06/ago/26;6:55 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;MAL ENCAIXADO;L3;Freezer Door;FD;;310184711;900276819;IF44;06/ago/26;6:56 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;CONECTOR QUEBRADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:56 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;FALTANDO;L3;Internal Components;IC;;310184711;900276819;IF44;06/ago/26;6:56 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;AMASSADO;L1;Refrigerator Door;RD;1L1WC11_510_8310;310184723;924263164;TF70S;06/ago/26;6:57 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;REPROVADO T. SENSOR;L1;Performance Test;PT;;310184723;924263164;TF70S;06/ago/26;6:57 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;FALHA TESTE VAZAMENTO AUTOMÁTICO;VAZAMENTO DE GÁS;L1;Internal Components;IC;;310184723;924263164;TF70S;06/ago/26;6:57 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;REPROVADO T. SENSOR;L3;Performance Test;PT;;310184711;900276819;IF44;06/ago/26;6:57 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO APÓS CARGA DE GÁS L3 PISO INFERIOR;VAZAMENTO DE PU REGIÃO  LATERAL;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:58 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;AMASSADO;L3;Refrigerator Door;RD;;310184711;900276819;IF44;06/ago/26;6:58 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 5;MAL ENCAIXADO;L5;Refrigerator Door;RD;2L5WC11_510_6022;310184729;900277742;IM8B;06/ago/26;6:58 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;GUIA AMASSADO;GUIA AMASSADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;6:58 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6215;310184642;900277830;IM7S;06/ago/26;7:01 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;PINO AMASSADO;L2;Performance Test;PT;;310184634;900276812;IF41 ;06/ago/26;7:01 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO PERFORMANCE (T. CARGA);REPROVADO PERFORMANCE (T. CARGA);L1;Performance Test;PT;1L1WC10_509_5801;310184723;924263164;TF70S;06/ago/26;7:01 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;AMASSADO;L1;Internal Components;IC;;310184723;924263164;TF70S;06/ago/26;7:01 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 3;VAZAMENTO DE GÁS;L3;Internal Components;IC;;310184711;900276819;IF44;06/ago/26;7:03 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 1;AMASSADO;L1;Refrigerator Door;RD;;310184723;924263164;TF70S;06/ago/26;7:03 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;PINO AMASSADO;L2;Performance Test;PT;;310184634;900276812;IF41 ;06/ago/26;7:04 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L4;Gas Load and Test;GLT;2L4WC10_509_5620;310184712;900276874;HI330T;06/ago/26;7:05 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;VAZAMENTO DE PU;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;7:05 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;GUIA AMASSADO;GUIA AMASSADO;L3;Cabinet Assembly;CA;;310184724;924263180;TF38S;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;SOLTO;L5;Refrigerator Door;RD;2L5WC11_510_6215;310184642;900277830;IM7S;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;VAZ PU REGIAO SUPERIOR;L5;External Cabinet;EC;2L5WC11_510_6216;310184642;900277830;IM7S;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;CONEXAO SOLTA;L3;Internal Components;IC;;310184711;900276819;IF44;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA RETRABALHO CURVA L3;AMASSADO MOLDE ESPUMACAO;L3;Foaming Process;FP;;310184724;924263180;TF38S;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;INSPEÇÃO VISUAL NÃO CONFORME;RISCADO;L1;Freezer Door;FD;1L1WC11_510_8310;310184723;924263164;TF70S;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA ESPUMAÇÃO;RACHADO;L5;Cabinet Assembly;CA;2L5WC05_504_3420;310184729;900277742;IM8B;06/ago/26;7:06 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Adhoc;GUIA AMASSADO;GUIA AMASSADO;L3;Cabinet Assembly;CA;;310184711;900276819;IF44;06/ago/26;7:08 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO FINAL LINHA 2;SAÍDA TABLADO FINAL LINHA 2;L2;End of Line;EL;1L2WC11_510_8525;310184635;900276812;IF41 ;06/ago/26;7:10 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SÁIDA RETRABALHO INSPEÇÃO FH / FV L4;FALHA LEITOR INSPEÇÃO;L4;Gas Load and Test;GLT;2L4WC10_509_5710;310184712;900276874;HI330T;06/ago/26;7:10 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;SAÍDA TABLADO ENTRADA PERFORMANCE L2;SAÍDA TABLADO ENTRADA PERFORMANCE L2;L2;Gas Load and Test;GLT;1L2WC07_506_4510;310184728;924263314;IB51S;06/ago/26;7:10 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
Insp;REPROVADO T. SENSOR;SOLTO;L3;Gas Load and Test;GLT;;310184724;924263180;TF38S;06/ago/26;7:11 AM;T1;;16;16,6;15,9;90;90;87;14,3;14,5;14,2;911,6;911,6;911,3;0;302;3;0;0
